action,price,timestamp,size,success
sell,1.2491700000000001,2022-06-09 21:00:00,1,True
reduce_short,1.24837,2022-06-10 01:00:00,1,True
close_short,1.25003,2022-06-10 04:00:00,2,True
sell,1.24763,2022-06-10 06:00:00,3,True
reduce_short,1.2477800000000001,2022-06-10 08:00:00,2,True
sell,1.23795,2022-06-10 12:00:00,1,True
reduce_short,1.23248,2022-06-10 15:00:00,1,True
close_short,1.23189,2022-06-10 18:00:00,1,True
sell,1.23037,2022-06-10 20:00:00,1,True
close_short,1.2311699999999999,2022-06-10 23:00:00,1,True
sell,1.23037,2022-06-11 01:00:00,2,True
sell,1.23037,2022-06-11 04:00:00,1,True
reduce_short,1.23037,2022-06-11 07:00:00,1,True
close_short,1.22941,2022-06-13 03:00:00,2,True
buy,1.22888,2022-06-13 05:00:00,3,True
close_long,1.21959,2022-06-13 09:00:00,3,True
buy,1.21654,2022-06-13 11:00:00,2,True
reduce_long,1.2182199999999999,2022-06-13 13:00:00,1,True
buy,1.21443,2022-06-13 18:00:00,2,True
